,CustomerID,Age,Gender,Tenure,MonthlyCharges,ContractType,InternetService,TotalCharges,TechSupport,Churn
789,790,28,1,22,35.39,One-Year,Fiber Optic,778.58,Yes,0
790,791,49,0,10,41.79,One-Year,,417.9,No,1
791,792,47,1,0,84.54,Month-to-Month,DSL,0.0,Yes,1
792,793,47,1,17,106.45,One-Year,,1809.65,No,1
793,794,32,0,5,34.05,Month-to-Month,DSL,170.25,Yes,1
794,795,34,1,11,96.07,Month-to-Month,Fiber Optic,1056.77,Yes,1
795,796,55,1,63,60.72,Month-to-Month,,3825.36,No,1
796,797,44,0,10,73.07,Two-Year,Fiber Optic,730.6999999999999,Yes,1
797,798,51,1,36,113.6,Month-to-Month,Fiber Optic,4089.6,Yes,1
798,799,45,0,4,59.88,Month-to-Month,DSL,239.52,Yes,1
799,800,45,1,22,71.88,Month-to-Month,,1581.36,No,1
800,801,54,1,75,31.23,Two-Year,DSL,2342.25,No,1
801,802,39,1,2,37.34,Month-to-Month,,74.68,No,1
802,803,45,1,0,53.27,Month-to-Month,DSL,0.0,Yes,1
803,804,40,0,11,32.51,Month-to-Month,,357.61,No,1
804,805,40,1,1,86.82,Month-to-Month,Fiber Optic,86.82,Yes,1
805,806,41,1,27,68.38,One-Year,,1846.26,No,1
806,807,47,0,49,79.33,One-Year,Fiber Optic,3887.17,No,1
807,808,40,1,11,45.72,Month-to-Month,,502.92,No,1
808,809,57,1,5,56.63,Month-to-Month,DSL,283.15000000000003,Yes,1
809,810,36,0,11,89.74,Month-to-Month,DSL,987.14,Yes,1
810,811,43,1,25,116.88,Month-to-Month,Fiber Optic,2922.0,Yes,1
811,812,40,1,0,34.54,Month-to-Month,DSL,0.0,Yes,1
812,813,59,0,17,110.13,One-Year,DSL,1872.21,No,1
813,814,46,1,19,81.92,Two-Year,,1556.48,No,1
814,815,55,0,20,80.75,Two-Year,,1615.0,No,1
815,816,30,0,5,75.03,Two-Year,Fiber Optic,375.15,No,1
816,817,47,0,25,36.25,One-Year,,906.25,No,1
817,818,53,1,1,38.09,One-Year,Fiber Optic,38.09,Yes,1
818,819,45,1,4,84.08,Month-to-Month,DSL,336.32,Yes,1
819,820,55,0,41,60.69,One-Year,,2488.29,No,1
820,821,39,0,26,112.55,Month-to-Month,Fiber Optic,2926.3,No,1
821,822,59,1,0,66.59,Month-to-Month,,0.0,No,1
822,823,67,0,5,42.9,One-Year,DSL,214.5,Yes,1
823,824,41,1,4,94.32,Month-to-Month,Fiber Optic,377.28,Yes,1
824,825,40,1,6,56.4,Month-to-Month,DSL,338.4,No,1
825,826,59,1,5,77.29,Two-Year,DSL,386.4500000000001,Yes,1
826,827,60,1,1,92.8,Month-to-Month,DSL,92.8,Yes,1
827,828,39,0,12,111.02,Month-to-Month,,1332.24,No,1
828,829,40,1,26,101.3,Two-Year,,2633.8,No,1
829,830,42,1,18,90.87,One-Year,,1635.66,No,1
830,831,31,1,22,91.17,One-Year,Fiber Optic,2005.74,Yes,0
831,832,35,0,1,115.13,Month-to-Month,Fiber Optic,115.13,Yes,1
832,833,34,1,60,56.62,Month-to-Month,DSL,3397.2,Yes,1
833,834,37,0,36,30.1,Two-Year,DSL,1083.6,No,1
834,835,44,0,32,54.48,One-Year,Fiber Optic,1743.36,Yes,0
835,836,47,0,34,49.61,One-Year,,1686.74,No,1
836,837,60,1,53,89.57,Month-to-Month,Fiber Optic,4747.21,Yes,1
837,838,35,1,15,87.03,Month-to-Month,DSL,1305.45,Yes,1
838,839,54,1,4,83.41,Two-Year,DSL,333.64,Yes,1
839,840,42,1,19,31.46,Month-to-Month,DSL,597.74,No,1
840,841,44,0,27,95.59,One-Year,Fiber Optic,2580.9300000000003,No,1
841,842,51,1,26,59.12,Month-to-Month,,1537.12,No,1
842,843,33,0,14,89.86,One-Year,Fiber Optic,1258.04,Yes,0
843,844,48,1,1,80.09,Two-Year,,80.09,No,1
844,845,46,1,9,60.85,One-Year,Fiber Optic,547.65,No,1
845,846,49,1,50,42.11,Month-to-Month,Fiber Optic,2105.5,Yes,1
846,847,47,1,17,38.5,One-Year,DSL,654.5,No,1
847,848,69,0,15,104.84,One-Year,,1572.6,No,1
848,849,38,0,6,112.66,Month-to-Month,,675.96,No,1
849,850,39,1,9,88.48,Two-Year,DSL,796.32,No,1
850,851,38,0,45,39.31,One-Year,Fiber Optic,1768.95,No,1
851,852,39,0,21,66.18,Two-Year,Fiber Optic,1389.7800000000002,Yes,0
852,853,38,1,30,95.6,One-Year,Fiber Optic,2868.0,Yes,0
853,854,56,1,12,100.18,Month-to-Month,,1202.16,No,1
854,855,59,0,19,40.64,Month-to-Month,Fiber Optic,772.16,No,1
855,856,39,0,5,30.0,Month-to-Month,Fiber Optic,150.0,Yes,1
856,857,36,1,24,94.09,Two-Year,DSL,2258.16,No,1
857,858,49,1,11,62.09,One-Year,DSL,682.99,No,1
858,859,39,0,11,52.9,One-Year,DSL,581.9,Yes,1
859,860,51,0,20,31.16,Month-to-Month,DSL,623.2,No,1
860,861,47,0,55,78.63,Month-to-Month,,4324.65,No,1
861,862,29,0,1,106.6,One-Year,,106.6,No,1
862,863,60,0,34,116.19,Month-to-Month,DSL,3950.46,Yes,1
863,864,62,1,6,80.92,Month-to-Month,,485.52,No,1
864,865,38,1,11,76.3,One-Year,DSL,839.3,No,1
865,866,41,1,0,37.66,Month-to-Month,Fiber Optic,0.0,Yes,1
866,867,47,0,7,79.4,Month-to-Month,DSL,555.8000000000001,Yes,1
867,868,48,1,13,64.2,Month-to-Month,Fiber Optic,834.6,Yes,1
868,869,51,0,1,84.64,Month-to-Month,DSL,84.64,No,1
869,870,65,1,13,64.99,Two-Year,Fiber Optic,844.8699999999999,Yes,0
870,871,43,1,52,51.63,Month-to-Month,Fiber Optic,2684.76,No,1
871,872,37,0,2,38.55,Month-to-Month,,77.1,No,1
872,873,31,1,28,58.34,Month-to-Month,DSL,1633.52,Yes,1
873,874,37,0,10,38.7,One-Year,DSL,387.0,Yes,1
874,875,44,1,21,45.92,Month-to-Month,DSL,964.32,Yes,1
875,876,62,0,6,118.86,One-Year,Fiber Optic,713.16,No,1
876,877,39,0,3,69.97,Month-to-Month,DSL,209.91,Yes,1
877,878,47,1,3,77.87,Month-to-Month,,233.61,No,1
878,879,44,0,1,108.63,Month-to-Month,Fiber Optic,108.63,Yes,1
879,880,56,1,4,119.6,Two-Year,Fiber Optic,478.4,Yes,1
880,881,70,0,21,82.44,Two-Year,Fiber Optic,1731.24,No,1
881,882,39,1,42,103.12,Month-to-Month,DSL,4331.04,No,1
882,883,40,1,33,59.42,One-Year,DSL,1960.86,Yes,0
883,884,55,1,23,57.52,Two-Year,Fiber Optic,1322.96,Yes,0
884,885,51,0,2,66.24,Month-to-Month,Fiber Optic,132.48,Yes,1
885,886,63,0,6,90.53,Two-Year,DSL,543.1800000000001,Yes,1
886,887,50,0,7,91.4,Month-to-Month,DSL,639.8000000000001,No,1
887,888,41,0,5,58.37,Two-Year,,291.85,No,1
888,889,50,1,14,41.99,One-Year,DSL,587.86,Yes,0
889,890,56,1,15,86.92,Two-Year,,1303.8,No,1
890,891,53,1,8,41.55,One-Year,,332.4,No,1
891,892,50,1,8,82.06,Month-to-Month,DSL,656.48,Yes,1
892,893,55,1,35,92.41,Two-Year,DSL,3234.35,Yes,0
893,894,56,1,31,93.06,Month-to-Month,DSL,2884.86,Yes,1
894,895,58,0,7,97.81,Month-to-Month,Fiber Optic,684.6700000000001,Yes,1
895,896,51,1,49,108.56,One-Year,Fiber Optic,5319.4400000000005,Yes,1
896,897,43,1,61,75.0,One-Year,,4575.0,No,1
897,898,46,1,7,95.72,Two-Year,,670.04,No,1
898,899,57,0,8,85.73,Month-to-Month,Fiber Optic,685.84,No,1
899,900,36,0,14,46.8,One-Year,DSL,655.1999999999999,Yes,0
900,901,48,0,56,32.31,One-Year,DSL,1809.36,Yes,0
901,902,41,1,41,55.61,Month-to-Month,,2280.01,No,1
902,903,45,1,2,69.87,Month-to-Month,DSL,139.74,No,1
903,904,57,0,9,85.54,Month-to-Month,DSL,769.86,No,1
904,905,46,1,16,106.5,Month-to-Month,,1704.0,No,1
905,906,45,0,13,47.66,Two-Year,Fiber Optic,619.5799999999999,Yes,0
906,907,31,0,4,41.3,One-Year,,165.2,No,1
907,908,52,0,39,116.71,One-Year,Fiber Optic,4551.69,Yes,1
908,909,51,1,22,39.72,Two-Year,DSL,873.8399999999999,No,1
909,910,66,1,36,73.06,Month-to-Month,,2630.16,No,1
910,911,41,0,39,82.7,Two-Year,DSL,3225.3,Yes,0
911,912,47,1,27,78.72,Month-to-Month,Fiber Optic,2125.44,Yes,1
912,913,47,0,11,37.74,Two-Year,Fiber Optic,415.14,Yes,1
913,914,60,1,18,35.13,Month-to-Month,DSL,632.34,No,1
914,915,44,1,3,39.49,Two-Year,Fiber Optic,118.47,Yes,1
915,916,47,1,22,82.7,Month-to-Month,DSL,1819.4,Yes,1
916,917,51,0,3,78.99,Month-to-Month,Fiber Optic,236.97,Yes,1
917,918,46,1,23,51.04,One-Year,Fiber Optic,1173.92,Yes,0
918,919,40,1,5,87.4,Month-to-Month,,437.0,No,1
919,920,46,0,2,103.81,One-Year,,207.62,No,1
920,921,55,1,3,33.74,Month-to-Month,DSL,101.22,Yes,1
921,922,34,0,0,74.83,One-Year,Fiber Optic,0.0,No,1
922,923,46,1,25,92.04,Month-to-Month,Fiber Optic,2301.0,No,1
923,924,37,0,26,52.71,Month-to-Month,DSL,1370.46,No,1
924,925,56,1,14,57.7,Month-to-Month,,807.8000000000001,No,1
925,926,29,1,3,85.23,Month-to-Month,,255.69,No,1
926,927,39,0,1,110.81,Month-to-Month,DSL,110.81,Yes,1
927,928,48,0,0,102.89,Month-to-Month,Fiber Optic,0.0,Yes,1
928,929,60,0,3,82.48,Month-to-Month,DSL,247.44,No,1
929,930,44,0,44,95.72,Month-to-Month,Fiber Optic,4211.68,No,1
930,931,39,0,5,62.83,One-Year,DSL,314.15,No,1
931,932,63,1,8,87.69,Two-Year,,701.52,No,1
932,933,30,0,2,71.96,Month-to-Month,,143.92,No,1
933,934,23,0,5,47.09,One-Year,Fiber Optic,235.45,Yes,1
934,935,49,1,14,93.16,One-Year,Fiber Optic,1304.24,Yes,0
935,936,39,0,18,80.08,Month-to-Month,,1441.44,No,1
936,937,34,1,5,62.28,One-Year,Fiber Optic,311.4,Yes,1
937,938,52,1,1,112.02,Month-to-Month,DSL,112.02,Yes,1
938,939,47,1,9,31.88,One-Year,Fiber Optic,286.92,Yes,1
939,940,39,1,5,58.42,Month-to-Month,,292.1,No,1
940,941,32,1,4,35.12,One-Year,Fiber Optic,140.48,Yes,1
941,942,53,0,64,98.99,One-Year,Fiber Optic,6335.36,No,1
942,943,51,0,19,93.19,Month-to-Month,,1770.61,No,1
943,944,44,0,16,59.82,Month-to-Month,,957.12,No,1
944,945,63,1,10,90.81,Two-Year,,908.1,No,1
945,946,34,0,11,65.63,Month-to-Month,DSL,721.93,No,1
946,947,29,1,15,98.06,One-Year,Fiber Optic,1470.9,Yes,0
947,948,38,1,23,70.88,Two-Year,,1630.2399999999998,No,1
948,949,44,1,24,67.11,One-Year,,1610.64,No,1
949,950,47,1,3,114.13,One-Year,Fiber Optic,342.39,Yes,1
950,951,42,0,13,52.58,One-Year,DSL,683.54,Yes,0
951,952,48,1,10,40.84,Two-Year,,408.4,No,1
952,953,32,1,40,82.61,Month-to-Month,,3304.4,No,1
953,954,59,0,19,117.24,Month-to-Month,DSL,2227.56,No,1
954,955,44,0,15,64.01,Month-to-Month,Fiber Optic,960.15,No,1
955,956,56,1,2,35.58,Two-Year,DSL,71.16,No,1
956,957,48,1,18,60.54,One-Year,Fiber Optic,1089.72,Yes,0
957,958,49,1,2,75.53,Month-to-Month,DSL,151.06,No,1
958,959,50,1,8,44.57,Two-Year,Fiber Optic,356.56,Yes,1
959,960,49,1,3,89.23,Month-to-Month,Fiber Optic,267.69,Yes,1
960,961,51,1,23,119.8,Month-to-Month,Fiber Optic,2755.4,Yes,1
961,962,58,0,4,70.66,One-Year,Fiber Optic,282.64,Yes,1
962,963,46,0,9,61.93,Month-to-Month,,557.37,No,1
963,964,52,0,45,66.06,Two-Year,DSL,2972.7000000000003,Yes,0
964,965,44,1,4,40.36,Month-to-Month,DSL,161.44,Yes,1
965,966,59,1,14,109.49,Two-Year,,1532.86,No,1
966,967,38,1,10,67.33,One-Year,DSL,673.3,Yes,1
967,968,63,0,0,64.85,Month-to-Month,,0.0,No,1
968,969,44,1,31,89.37,Two-Year,,2770.4700000000003,No,1
969,970,30,1,1,69.78,One-Year,Fiber Optic,69.78,Yes,1
970,971,46,1,12,88.34,Month-to-Month,,1060.08,No,1
971,972,38,1,16,35.53,Month-to-Month,DSL,568.48,Yes,1
972,973,53,0,19,103.24,Two-Year,Fiber Optic,1961.56,Yes,1
973,974,38,1,23,114.65,Month-to-Month,Fiber Optic,2636.9500000000003,Yes,1
974,975,40,0,5,88.39,Month-to-Month,Fiber Optic,441.95,Yes,1
975,976,26,0,0,115.91,Month-to-Month,,0.0,No,1
976,977,40,1,25,43.63,Month-to-Month,DSL,1090.75,Yes,1
977,978,20,1,15,72.97,One-Year,Fiber Optic,1094.55,Yes,0
978,979,29,1,36,84.16,Month-to-Month,Fiber Optic,3029.76,Yes,1
979,980,52,1,34,82.36,Month-to-Month,Fiber Optic,2800.24,No,1
980,981,52,1,37,66.13,Month-to-Month,DSL,2446.81,Yes,1
981,982,49,1,13,60.43,Month-to-Month,Fiber Optic,785.59,Yes,1
982,983,35,1,8,41.41,Two-Year,,331.28,No,1
983,984,44,0,31,65.26,Month-to-Month,DSL,2023.06,Yes,1
984,985,44,0,12,44.64,Two-Year,,535.6800000000001,No,1
985,986,33,0,4,96.09,Month-to-Month,Fiber Optic,384.36,Yes,1
986,987,60,0,38,48.79,Month-to-Month,,1854.02,No,1
987,988,53,0,42,35.27,Two-Year,,1481.34,No,1
988,989,42,0,12,79.71,Month-to-Month,DSL,956.52,Yes,1
989,990,45,0,1,83.57,One-Year,Fiber Optic,83.57,Yes,1
990,991,47,1,9,108.47,Two-Year,,976.23,No,1
991,992,24,0,32,81.93,Month-to-Month,Fiber Optic,2621.76,Yes,1
992,993,42,1,46,61.09,Month-to-Month,,2810.1400000000003,No,1
993,994,38,0,4,102.27,One-Year,Fiber Optic,409.08,No,1
994,995,34,1,1,78.63,Month-to-Month,DSL,78.63,No,1
995,996,42,0,41,37.14,Month-to-Month,Fiber Optic,1522.74,Yes,1
996,997,62,0,9,80.93,Month-to-Month,,728.3700000000001,No,1
997,998,51,1,15,111.72,Month-to-Month,Fiber Optic,1675.8,Yes,1
998,999,39,0,68,65.67,One-Year,,4465.56,No,1
999,1000,50,0,1,56.67,Month-to-Month,,56.67,No,1
